,output
2998,1
2999,1
3000,1
3001,0
3002,0
3003,1
3004,1
3005,0
3006,0
3007,1
3008,1
3009,0
3010,1
3011,1
3012,0
3013,0
3014,1
3015,0
3016,1
3017,1
3018,1
3019,1
3020,1
3021,0
3022,0
3023,0
3024,1
3025,1
3026,1
3027,1
3028,1
3029,0
3030,0
3031,1
3032,0
3033,0
3034,0
3035,1
3036,0
3037,0
3038,1
3039,0
3040,1
3041,1
3042,1
3043,1
3044,0
3045,1
3046,1
3047,1
3048,0
3049,0
3050,0
3051,1
3052,0
3053,1
3054,0
3055,0
3056,0
3057,0
3058,1
3059,1
3060,0
3061,0
3062,1
3063,0
3064,1
3065,0
3066,1
3067,0
3068,0
3069,0
3070,0
3071,1
3072,0
3073,0
3074,1
3075,1
3076,1
3077,1
3078,0
3079,0
3080,0
3081,0
3082,0
3083,1
3084,0
3085,0
3086,1
3087,0
3088,0
3089,0
3090,0
3091,1
3092,1
3093,1
3094,1
3095,0
3096,0
3097,0
3098,1
3099,0
3100,1
3101,0
3102,0
3103,0
3104,0
3105,1
3106,0
3107,0
3108,1
3109,0
3110,0
3111,0
3112,1
3113,1
3114,0
3115,1
3116,0
3117,0
3118,1
3119,1
3120,0
3121,0
3122,1
3123,1
3124,0
3125,0
3126,0
3127,1
3128,1
3129,0
3130,1
3131,0
3132,1
3133,0
3134,1
3135,0
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,1
3143,0
3144,0
3145,0
3146,1
3147,1
3148,1
3149,0
3150,0
3151,1
3152,0
3153,0
3154,1
3155,1
3156,0
3157,0
3158,1
3159,0
3160,0
3161,1
3162,1
3163,1
3164,0
3165,1
3166,1
3167,1
3168,1
3169,1
3170,0
3171,0
3172,1
3173,0
3174,0
3175,1
3176,0
3177,0
3178,0
3179,0
3180,1
3181,1
3182,0
3183,0
3184,1
3185,1
3186,0
3187,1
3188,0
3189,1
3190,0
3191,1
3192,0
3193,1
3194,0
3195,1
3196,1
3197,0
3198,1
3199,0
3200,0
3201,0
3202,0
3203,1
3204,0
3205,0
3206,0
3207,1
3208,1
3209,0
3210,1
3211,1
3212,1
3213,1
3214,0
3215,1
3216,0
3217,1
3218,1
3219,1
3220,0
3221,1
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,1
3229,0
3230,0
3231,0
3232,1
3233,0
3234,1
3235,1
3236,1
3237,1
3238,0
3239,0
3240,1
3241,0
3242,0
3243,0
3244,1
3245,0
3246,1
3247,0
3248,0
3249,1
3250,1
3251,1
3252,1
3253,0
3254,0
3255,0
3256,1
3257,0
3258,0
3259,0
3260,1
3261,0
3262,0
3263,1
3264,1
3265,1
3266,1
3267,1
3268,0
3269,0
3270,0
3271,1
3272,0
3273,1
3274,0
3275,0
3276,0
3277,1
3278,0
3279,1
3280,1
3281,0
3282,1
3283,1
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,0
3298,0
3299,0
3300,0
3301,1
3302,1
3303,0
3304,1
3305,0
3306,1
3307,1
3308,0
3309,0
3310,1
3311,1
3312,0
3313,1
3314,0
3315,1
3316,1
3317,1
3318,0
3319,0
3320,0
3321,1
3322,1
3323,1
3324,0
3325,0
3326,1
3327,0
3328,1
3329,0
3330,1
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,1
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,0
3349,1
3350,0
3351,0
3352,1
3353,0
3354,1
3355,0
3356,0
3357,0
3358,0
3359,1
3360,0
3361,0
3362,1
3363,1
3364,1
3365,1
3366,0
3367,0
3368,0
3369,0
3370,1
3371,0
3372,1
3373,0
3374,0
3375,0
3376,0
3377,0
3378,1
3379,1
3380,1
3381,1
3382,1
3383,0
3384,1
3385,1
3386,0
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,0
3395,1
3396,0
3397,0
3398,1
3399,0
3400,1
3401,0
3402,0
3403,1
3404,0
3405,0
3406,0
3407,0
3408,1
3409,0
3410,0
3411,0
3412,0
3413,0
3414,1
3415,0
3416,1
3417,1
3418,1
3419,1
3420,1
3421,1
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,1
3430,1
3431,0
3432,0
3433,0
3434,1
3435,1
3436,0
3437,1
3438,1
3439,0
3440,0
3441,0
3442,1
3443,1
3444,1
3445,0
3446,1
3447,1
3448,1
3449,0
3450,1
3451,1
3452,0
3453,1
3454,0
3455,0
3456,1
3457,1
3458,0
3459,1
3460,0
3461,0
3462,0
3463,1
3464,0
3465,1
3466,0
3467,0
3468,1
3469,1
3470,1
3471,1
3472,1
3473,0
3474,0
3475,1
3476,0
3477,1
3478,1
3479,0
3480,0
3481,0
3482,1
3483,0
3484,1
3485,0
3486,0
3487,1
3488,1
3489,1
3490,1
3491,0
3492,0
3493,1
3494,1
3495,1
3496,0
3497,1
3498,1
3499,0
3500,0
3501,1
3502,1
3503,0
3504,0
3505,1
3506,1
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,1
3517,1
3518,1
3519,0
3520,0
3521,0
3522,1
3523,0
3524,1
3525,1
3526,0
3527,1
3528,1
3529,0
3530,1
3531,1
3532,1
3533,0
3534,0
3535,0
3536,0
3537,0
3538,1
3539,0
3540,1
3541,1
3542,0
3543,0
3544,1
3545,0
3546,0
3547,1
3548,0
3549,1
3550,1
3551,0
3552,0
3553,0
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,0
3561,1
3562,0
3563,1
3564,0
3565,1
3566,1
3567,1
3568,1
3569,0
3570,0
3571,0
3572,1
3573,0
3574,0
3575,0
3576,0
3577,1
3578,0
3579,1
3580,0
3581,0
3582,1
3583,0
3584,0
3585,1
3586,0
3587,1
3588,0
3589,1
3590,0
3591,0
3592,0
3593,0
3594,1
3595,0
3596,1
3597,0
3598,0
3599,1
3600,1
3601,1
3602,1
3603,0
3604,1
3605,0
3606,1
3607,1
3608,1
3609,0
3610,1
3611,0
3612,1
3613,0
3614,0
3615,1
3616,1
3617,0
3618,0
3619,0
3620,1
3621,1
3622,1
3623,0
3624,0
3625,0
3626,1
3627,1
3628,1
3629,1
3630,1
3631,0
3632,1
3633,1
3634,0
3635,1
3636,1
3637,1
3638,1
3639,0
3640,0
3641,1
3642,1
3643,1
3644,1
3645,0
3646,1
3647,0
3648,1
3649,1
3650,1
3651,1
3652,0
3653,0
3654,0
3655,0
3656,1
3657,1
3658,1
3659,0
3660,1
3661,0
3662,1
3663,0
3664,0
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,0
3672,1
3673,1
3674,0
3675,1
3676,1
3677,1
3678,1
3679,1
3680,0
3681,1
3682,0
3683,1
3684,0
3685,0
3686,1
3687,0
3688,0
3689,1
3690,1
3691,0
3692,1
3693,0
3694,0
3695,0
3696,1
3697,0
3698,1
3699,1
3700,1
3701,0
3702,0
3703,1
3704,0
3705,0
3706,1
3707,1
3708,0
3709,0
3710,0
3711,1
3712,0
3713,1
3714,1
3715,0
3716,1
3717,1
3718,1
3719,0
3720,0
3721,1
3722,0
3723,1
3724,0
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,0
3732,0
3733,0
3734,1
3735,1
3736,1
3737,0
3738,1
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,1
3751,0
3752,0
3753,0
3754,1
3755,0
3756,0
3757,0
3758,1
3759,0
3760,1
3761,0
3762,0
3763,0
3764,0
3765,1
3766,0
3767,1
3768,1
3769,0
3770,1
3771,0
3772,0
3773,0
3774,1
3775,0
3776,1
3777,1
3778,0
3779,0
3780,1
3781,0
3782,0
3783,0
3784,1
3785,1
3786,0
3787,1
3788,0
3789,0
3790,0
3791,0
3792,0
3793,1
3794,0
3795,0
3796,0
3797,0
3798,1
3799,1
3800,0
3801,0
3802,1
3803,1
3804,1
3805,0
3806,1
3807,1
3808,0
3809,1
3810,1
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,1
3818,1
3819,0
3820,0
3821,0
3822,1
3823,0
3824,0
3825,1
3826,0
3827,0
3828,1
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,1
3836,1
3837,1
3838,0
3839,1
3840,1
3841,0
3842,0
3843,0
3844,1
3845,1
3846,0
3847,0
3848,1
3849,0
3850,1
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,1
3859,0
3860,0
3861,1
3862,0
3863,1
3864,0
3865,1
3866,0
3867,1
3868,0
3869,1
3870,0
3871,0
3872,0
3873,0
3874,0
3875,1
3876,0
3877,0
3878,0
3879,0
3880,0
3881,1
3882,0
3883,1
3884,1
3885,0
3886,1
3887,1
3888,1
3889,0
3890,1
3891,1
3892,0
3893,0
3894,0
3895,0
3896,1
3897,1
3898,0
3899,0
3900,1
3901,0
3902,1
3903,0
3904,0
3905,1
3906,1
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,1
3918,1
3919,0
3920,0
3921,1
3922,1
3923,1
3924,0
3925,0
3926,1
3927,0
3928,1
3929,0
3930,1
3931,0
3932,0
3933,1
3934,1
3935,0
3936,0
3937,1
3938,1
3939,1
3940,1
3941,0
3942,1
3943,0
3944,0
3945,0
3946,0
3947,0
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,1
3958,1
3959,0
3960,0
3961,1
3962,0
3963,1
3964,0
3965,0
3966,1
3967,0
3968,1
3969,0
3970,0
3971,1
3972,1
3973,0
3974,0
3975,1
3976,1
3977,0
3978,0
3979,0
3980,0
3981,1
3982,1
3983,1
3984,0
3985,1
3986,1
3987,1
3988,0
3989,1
3990,0
3991,0
3992,0
3993,0
3994,1
3995,1
3996,0
3997,1
3998,0
3999,1
4000,0
4001,1
4002,0
4003,0
4004,1
4005,0
4006,0
4007,1
4008,0
4009,1
4010,0
4011,1
4012,1
4013,0
4014,1
4015,0
4016,0
4017,1
4018,1
4019,1
4020,0
4021,0
4022,1
4023,0
4024,1
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,1
4032,0
4033,1
4034,0
4035,1
4036,1
4037,0
4038,1
4039,1
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,1
4047,0
4048,0
4049,0
4050,1
4051,0
4052,0
4053,0
4054,0
4055,1
4056,1
4057,1
4058,0
4059,1
4060,1
4061,0
4062,1
4063,1
4064,1
4065,1
4066,0
4067,1
4068,1
4069,0
4070,1
4071,1
4072,0
4073,0
4074,1
4075,1
4076,1
4077,0
4078,0
4079,1
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,1
4088,0
4089,0
4090,0
4091,0
4092,0
4093,1
4094,0
4095,0
4096,1
4097,1
4098,1
4099,1
4100,0
4101,0
4102,1
4103,1
4104,0
4105,0
4106,0
4107,0
4108,1
4109,0
4110,0
4111,0
4112,0
4113,1
4114,0
4115,0
4116,0
4117,0
4118,0
4119,1
4120,1
4121,1
4122,0
4123,1
4124,1
4125,1
4126,0
4127,1
4128,1
4129,0
4130,0
4131,1
4132,0
4133,1
4134,1
4135,0
4136,0
4137,1
4138,0
4139,0
4140,1
4141,1
4142,0
4143,1
4144,0
4145,1
4146,1
4147,1
4148,1
4149,0
4150,1
4151,0
4152,1
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,1
4160,0
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,0
4168,0
4169,1
4170,0
4171,1
4172,1
4173,0
4174,1
4175,0
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,0
4183,1
4184,0
4185,1
4186,0
4187,1
4188,0
4189,0
4190,0
4191,0
4192,0
4193,0
4194,1
4195,0
4196,1
4197,1
4198,0
4199,0
4200,1
4201,0
4202,0
4203,1
4204,1
4205,1
4206,1
4207,1
4208,0
4209,0
4210,0
4211,1
4212,1
4213,0
4214,1
4215,1
4216,0
4217,0
4218,1
4219,0
4220,0
4221,1
4222,0
4223,1
4224,0
4225,0
4226,0
4227,1
4228,0
4229,1
4230,0
4231,1
4232,1
4233,1
4234,0
4235,1
4236,1
4237,1
4238,0
4239,1
4240,1
4241,1
4242,1
4243,0
4244,1
4245,1
4246,1
4247,0
4248,1
4249,0
4250,0
4251,0
4252,0
4253,0
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,0
4261,1
4262,0
4263,0
4264,0
4265,1
4266,1
4267,1
4268,0
4269,1
4270,0
4271,1
4272,0
4273,0
4274,1
4275,1
4276,1
4277,0
4278,0
4279,1
4280,0
4281,1
4282,1
4283,0
4284,1
4285,0
4286,1
4287,1
4288,1
4289,1
4290,0
4291,1
4292,0
4293,1
4294,0
4295,0
4296,0
4297,1
4298,1
4299,0
4300,0
4301,1
4302,1
4303,0
4304,0
4305,1
4306,0
4307,0
4308,0
4309,0
4310,1
4311,1
4312,0
4313,0
4314,0
4315,0
4316,1
4317,1
4318,0
4319,1
4320,1
4321,1
4322,0
4323,1
4324,0
4325,0
4326,1
4327,0
4328,1
4329,0
4330,0
4331,0
4332,1
4333,1
4334,1
4335,1
4336,1
4337,1
4338,0
4339,0
4340,1
4341,1
4342,1
4343,0
4344,0
4345,1
4346,0
4347,1
4348,0
4349,1
4350,1
4351,1
4352,0
4353,0
4354,1
4355,0
4356,1
4357,1
4358,0
4359,0
4360,1
4361,1
4362,0
4363,0
4364,1
4365,0
4366,0
4367,1
4368,1
4369,0
4370,1
4371,1
4372,1
4373,1
4374,0
4375,1
4376,0
4377,0
4378,1
4379,1
4380,0
4381,1
4382,0
4383,1
4384,1
4385,1
4386,0
4387,0
4388,0
4389,0
4390,0
4391,1
4392,1
4393,0
4394,0
4395,0
4396,0
4397,1
4398,0
4399,1
4400,0
4401,1
4402,0
4403,0
4404,1
4405,0
4406,0
4407,1
4408,1
4409,1
4410,0
4411,0
4412,1
4413,1
4414,0
4415,1
4416,1
4417,1
4418,1
4419,1
4420,0
4421,0
4422,1
4423,1
4424,1
4425,0
4426,0
4427,1
4428,1
4429,0
4430,1
4431,1
4432,1
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,1
4440,0
4441,1
4442,1
4443,0
4444,0
4445,1
4446,0
4447,1
4448,1
4449,1
4450,1
4451,0
4452,1
4453,0
4454,1
4455,1
4456,1
4457,1
4458,1
4459,0
4460,1
4461,1
4462,0
4463,1
4464,0
4465,0
4466,1
4467,0
4468,1
4469,0
4470,1
4471,0
4472,0
4473,1
4474,1
4475,1
4476,0
4477,1
4478,0
4479,0
4480,1
4481,0
4482,1
4483,0
4484,0
4485,1
4486,0
4487,0
4488,1
4489,1
4490,0
4491,1
4492,0
4493,0
4494,1
4495,0
4496,0
4497,0
4498,0
4499,0
4500,1
4501,1
4502,1
4503,1
4504,1
4505,1
4506,0
4507,1
4508,0
4509,0
4510,0
4511,0
4512,0
4513,1
4514,1
4515,1
4516,0
4517,1
4518,0
4519,0
4520,1
4521,0
4522,0
4523,1
4524,1
4525,0
4526,1
4527,0
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,0
4536,1
4537,1
4538,1
4539,0
4540,1
4541,0
4542,1
4543,0
4544,0
4545,0
4546,0
4547,1
4548,1
4549,1
4550,1
4551,0
4552,1
4553,0
4554,0
4555,1
4556,1
4557,0
4558,1
4559,0
4560,1
4561,0
4562,0
4563,0
4564,0
4565,1
4566,0
4567,0
4568,0
4569,1
4570,1
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,1
4578,0
4579,0
4580,0
4581,1
4582,0
4583,1
4584,0
4585,0
4586,1
4587,0
4588,1
4589,0
4590,1
4591,0
4592,0
4593,0
4594,1
4595,0
4596,0
4597,1
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,0
4605,0
4606,0
4607,1
4608,0
4609,0
4610,1
4611,0
4612,1
4613,0
4614,1
4615,1
4616,1
4617,1
4618,1
4619,0
4620,1
4621,0
4622,1
4623,0
4624,1
4625,0
4626,1
4627,0
4628,1
4629,1
4630,1
4631,1
4632,0
4633,0
4634,0
4635,1
4636,1
4637,1
4638,1
4639,0
4640,0
4641,1
4642,1
4643,0
4644,0
4645,0
4646,1
4647,0
4648,1
4649,1
4650,0
4651,0
4652,0
4653,1
4654,0
4655,1
4656,1
4657,1
4658,0
4659,0
4660,1
4661,1
4662,0
4663,1
4664,0
4665,0
4666,0
4667,1
4668,0
4669,1
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,1
4678,1
4679,1
4680,1
4681,0
4682,0
4683,1
4684,0
4685,1
4686,0
4687,1
4688,0
4689,0
4690,1
4691,1
4692,0
4693,1
4694,0
4695,0
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,0
4705,1
4706,0
4707,1
4708,0
4709,1
4710,0
4711,0
4712,1
4713,0
4714,0
4715,0
4716,0
4717,1
4718,1
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,1
4726,1
4727,1
4728,1
4729,0
4730,0
4731,1
4732,0
4733,0
4734,1
4735,1
4736,0
4737,0
4738,0
4739,0
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,0
4747,1
4748,0
4749,1
4750,1
4751,0
4752,0
4753,0
4754,0
4755,1
4756,0
4757,1
4758,1
4759,0
4760,1
4761,0
4762,0
4763,1
4764,1
4765,0
4766,1
4767,1
4768,0
4769,0
4770,0
4771,0
4772,0
4773,1
4774,0
4775,0
4776,0
4777,0
4778,1
4779,1
4780,0
4781,1
4782,0
4783,1
4784,0
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,1
4797,0
4798,1
4799,0
4800,0
4801,1
4802,0
4803,1
4804,0
4805,0
4806,1
4807,0
4808,0
4809,1
4810,0
4811,1
4812,1
4813,1
4814,1
4815,0
4816,1
4817,0
4818,0
4819,1
4820,0
4821,1
4822,0
4823,0
4824,1
4825,0
4826,0
4827,0
4828,1
4829,1
4830,0
4831,0
4832,0
4833,1
4834,0
4835,1
4836,0
4837,0
4838,0
4839,0
4840,1
4841,0
4842,0
4843,0
4844,0
4845,1
4846,0
4847,0
4848,0
4849,0
4850,1
4851,0
4852,1
4853,0
4854,1
4855,0
4856,0
4857,0
4858,1
4859,0
4860,1
4861,0
4862,1
4863,1
4864,0
4865,0
4866,0
4867,1
4868,0
4869,1
4870,0
4871,1
4872,1
4873,1
4874,0
4875,1
4876,1
4877,0
4878,1
4879,0
4880,0
4881,0
4882,0
4883,0
4884,1
4885,1
4886,0
4887,1
4888,0
4889,1
4890,1
4891,1
4892,0
4893,0
4894,0
4895,1
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,1
4905,1
4906,1
4907,1
4908,1
4909,0
4910,0
4911,0
4912,0
4913,1
4914,1
4915,1
4916,0
4917,0
4918,1
4919,1
4920,1
4921,0
4922,0
4923,0
4924,0
4925,0
4926,1
4927,1
4928,0
4929,1
4930,1
4931,1
4932,0
4933,1
4934,0
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,0
4942,1
4943,1
4944,0
4945,0
4946,1
4947,0
4948,0
4949,0
4950,0
4951,1
4952,0
4953,0
4954,1
4955,1
4956,1
4957,1
4958,0
4959,1
4960,1
4961,1
4962,0
4963,0
4964,1
4965,1
4966,1
4967,0
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,0
4977,0
4978,0
4979,1
4980,0
4981,1
4982,1
4983,1
4984,0
4985,0
4986,0
4987,1
4988,1
4989,0
4990,1
4991,1
4992,1
4993,1
4994,0
4995,1
4996,1
4997,1
4998,0
4999,0
5000,0
5001,0
5002,1
5003,1
5004,0
5005,1
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,1
5014,1
5015,0
5016,1
5017,1
5018,0
5019,1
5020,1
5021,1
5022,1
5023,0
5024,1
5025,0
5026,0
5027,0
5028,1
5029,1
5030,0
5031,0
5032,0
5033,0
5034,0
5035,1
5036,1
5037,1
5038,0
5039,1
5040,1
5041,0
5042,0
5043,0
5044,0
5045,1
5046,0
5047,1
5048,1
5049,1
5050,0
5051,0
5052,0
5053,1
5054,0
5055,1
5056,1
5057,1
5058,0
5059,0
5060,0
5061,0
5062,0
5063,1
5064,1
5065,1
5066,0
5067,1
5068,0
5069,1
5070,1
5071,1
5072,0
5073,0
5074,0
5075,0
5076,1
5077,0
5078,1
5079,1
5080,1
5081,0
5082,0
5083,0
5084,1
5085,0
5086,0
5087,0
5088,1
5089,1
5090,1
5091,1
5092,0
5093,1
5094,1
5095,0
5096,0
5097,0
5098,1
5099,1
5100,1
5101,1
5102,0
5103,0
5104,1
5105,1
5106,1
5107,1
5108,1
5109,0
5110,0
5111,1
5112,0
5113,1
5114,0
5115,0
5116,1
5117,0
5118,0
5119,0
5120,1
5121,0
5122,1
5123,1
5124,1
5125,0
5126,1
5127,0
5128,1
5129,1
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,1
5137,0
5138,1
5139,1
5140,0
5141,0
5142,0
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,1
5159,1
5160,0
5161,0
5162,1
5163,1
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,0
5171,0
5172,1
5173,0
5174,0
5175,1
5176,1
5177,0
5178,0
5179,1
5180,0
5181,1
5182,0
5183,1
5184,1
5185,0
5186,1
5187,0
5188,1
5189,0
5190,0
5191,1
5192,0
5193,0
5194,0
5195,1
5196,0
5197,0
5198,1
5199,1
5200,0
5201,0
5202,1
5203,1
5204,0
5205,0
5206,0
5207,0
5208,1
5209,0
5210,1
5211,1
5212,0
5213,0
5214,0
5215,0
5216,1
5217,1
5218,1
5219,0
5220,1
5221,1
5222,1
5223,0
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,0
5231,1
5232,1
5233,1
5234,0
5235,0
5236,1
5237,0
5238,1
5239,1
5240,0
5241,1
5242,1
5243,0
5244,0
5245,0
5246,0
5247,1
5248,1
5249,1
5250,0
5251,0
5252,1
5253,0
5254,1
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,1
5263,0
5264,0
5265,1
5266,0
5267,1
5268,0
5269,1
5270,1
5271,0
5272,1
5273,0
5274,0
5275,1
5276,1
5277,0
5278,0
5279,0
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5288,0
5289,1
5290,1
5291,0
5292,1
5293,1
5294,0
5295,0
5296,0
5297,1
5298,1
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,1
5306,1
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,0
5314,1
5315,0
5316,0
5317,1
5318,0
5319,1
5320,0
5321,0
5322,1
5323,1
5324,0
5325,0
5326,1
5327,0
5328,0
5329,1
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,1
5341,1
5342,1
5343,0
5344,1
5345,0
5346,0
5347,0
5348,1
5349,1
5350,0
5351,0
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,1
5363,0
5364,0
5365,0
5366,0
5367,1
5368,1
5369,1
5370,1
5371,0
5372,0
5373,0
5374,0
5375,1
5376,0
5377,0
5378,0
5379,0
5380,1
5381,1
5382,1
5383,0
5384,0
5385,0
5386,0
5387,1
5388,1
5389,0
5390,0
5391,0
5392,1
5393,1
5394,1
5395,1
5396,0
5397,0
5398,1
5399,1
5400,1
5401,0
5402,0
5403,0
5404,0
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,0
5412,1
5413,0
5414,1
5415,1
5416,1
5417,1
5418,0
5419,1
5420,1
5421,1
5422,1
5423,1
5424,0
5425,0
5426,1
5427,0
5428,1
5429,1
5430,1
5431,1
5432,0
5433,1
5434,0
5435,0
5436,0
5437,0
5438,1
5439,1
5440,0
5441,0
5442,1
5443,0
5444,1
5445,1
5446,0
5447,0
5448,0
5449,1
5450,1
5451,1
5452,1
5453,0
5454,0
5455,1
5456,0
5457,0
5458,1
5459,0
5460,0
5461,0
5462,1
5463,1
5464,1
5465,1
5466,1
5467,0
5468,1
5469,1
5470,0
5471,1
5472,1
5473,1
5474,1
5475,0
5476,1
5477,0
5478,1
5479,1
5480,0
5481,1
5482,0
5483,1
5484,1
5485,0
5486,1
5487,0
5488,0
5489,1
5490,0
5491,0
5492,0
5493,1
5494,1
5495,0
5496,1
5497,0
5498,0
5499,0
5500,0
5501,1
5502,1
5503,0
5504,0
5505,1
5506,1
5507,1
5508,0
5509,1
5510,0
5511,1
5512,0
5513,0
5514,0
5515,1
5516,1
5517,1
5518,1
5519,0
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,1
5527,0
5528,1
5529,0
5530,0
5531,0
5532,0
5533,1
5534,1
5535,0
5536,0
5537,0
5538,1
5539,0
5540,1
5541,1
5542,1
5543,1
5544,0
5545,0
5546,0
5547,1
5548,1
5549,0
5550,0
5551,1
5552,0
5553,0
5554,0
5555,1
5556,1
5557,0
5558,0
5559,0
5560,1
5561,1
5562,1
5563,0
5564,0
5565,1
5566,1
5567,0
5568,1
5569,1
5570,0
5571,1
5572,0
5573,0
5574,1
5575,1
5576,1
5577,0
5578,1
5579,1
5580,0
5581,0
5582,0
5583,1
5584,0
5585,1
5586,0
5587,0
5588,1
5589,0
5590,1
5591,0
5592,1
5593,0
5594,1
5595,0
5596,1
5597,1
5598,0
5599,1
5600,0
5601,1
5602,1
5603,0
5604,0
5605,1
5606,1
5607,1
5608,0
5609,0
5610,1
5611,0
5612,0
5613,0
5614,1
5615,0
5616,0
5617,0
5618,0
5619,1
5620,1
5621,0
5622,1
5623,1
5624,1
5625,0
5626,1
5627,1
5628,1
5629,0
5630,0
5631,1
5632,1
5633,0
5634,1
5635,0
5636,0
5637,1
5638,0
5639,1
5640,0
5641,1
5642,0
5643,1
5644,1
5645,1
5646,0
5647,1
5648,0
5649,0
5650,0
5651,0
5652,1
5653,0
5654,1
5655,1
5656,0
5657,0
5658,1
5659,1
5660,0
5661,0
5662,1
5663,0
5664,1
5665,1
5666,0
5667,0
5668,0
5669,0
5670,1
5671,1
5672,0
5673,1
5674,0
5675,0
5676,0
5677,0
5678,1
5679,1
5680,0
5681,1
5682,1
5683,0
5684,1
5685,1
5686,1
5687,1
5688,0
5689,0
5690,1
5691,1
5692,1
5693,0
5694,0
5695,0
5696,0
5697,1
5698,0
5699,0
5700,1
5701,0
5702,1
5703,1
5704,1
5705,1
5706,1
5707,1
5708,0
5709,1
5710,0
5711,0
5712,0
5713,0
5714,1
5715,1
5716,0
5717,1
5718,0
5719,0
5720,0
5721,1
5722,1
5723,0
5724,0
5725,0
5726,0
5727,0
5728,1
5729,0
5730,0
5731,1
5732,0
5733,0
5734,0
5735,1
5736,0
5737,1
5738,1
5739,0
5740,0
5741,1
5742,1
5743,0
5744,1
5745,1
5746,0
5747,0
5748,1
5749,0
5750,1
5751,1
5752,1
5753,1
5754,0
5755,1
5756,0
5757,0
5758,0
5759,1
5760,1
5761,0
5762,1
5763,0
5764,1
5765,0
5766,1
5767,0
5768,0
5769,1
5770,1
5771,0
5772,1
5773,0
5774,0
5775,0
5776,0
5777,1
5778,1
5779,0
5780,0
5781,1
5782,1
5783,0
5784,0
5785,1
5786,1
5787,1
5788,0
5789,1
5790,1
5791,0
5792,1
5793,0
5794,1
5795,1
5796,0
